text,section,header,div,p,s,id,match_test,has_F,match_es,has_es
"A two-way ANOVA found a significant effect of target features, F(1, 594) = 91.76, p < .001, η 2 = 0.094, such that participants were more likely to want to be friends, neighbors, or colleagues of the counterprototypically depressed target (M = 4.96, SD = 1.22) rather than of the prototypically depressed target (M = 4.18, SD = 1.22).",results,Results,19,2,2,09567976231204035,"F(1, 594) = 91.76",TRUE,η 2 = 0.094,TRUE
"We found no effect of information, F(1, 594) = 0.84, p = .36, η 2 = .001, or of the two-way interaction between target features and information, F(1, 594) = 0.79, p = .38, η 2 = .001.",results,Results,19,2,3,09567976231204035,"F(1, 594) = 0.84; F(1, 594) = 0.79",TRUE,η 2 = .001; η 2 = .001,TRUE
"We ran a mixed analysis of variance on the percentage of faces judged as human with face type (White AI, White human) within subjects and participant race (White, non-White) between subjects and found no significant main effect of participant race, F(1, 313) = 1.23, MSE = 267.22, p = .268, or interaction with face type, F(1, 313) = 1.01, MSE = 581.35, p = .316.",annex,Supplemental Material,29,1,3,09567976231207095,"F(1, 313) = 1.23; F(1, 313) = 1.01",TRUE,,FALSE
"For the Ackerman stimuli, this analysis yielded the same interaction effect as reported in the original article, F(1, 198) = 13.66, p < .001, η p 2 = .02, 95% CI = [0.00, 0.05] (see Fig.",results,Primary replication,13,2,1,09567976231218640,"F(1, 198) = 13.66",TRUE,η p 2 = .02,TRUE
"Additionally, there was a substantial main effect of target expression, F(1, 198) = 24.79, p < .001, η p 2 = .04, 95% CI = [0.01, 0.08]; angry faces were recognized with higher accuracy than neutral faces.",results,Primary replication,13,2,4,09567976231218640,"F(1, 198) = 24.79",TRUE,η p 2 = .04,TRUE
"A just significant main effect of target race, F(1, 198) = 5.74, p = .017, η p 2 = .01, 95% CI = [0.00, 0.03], was in the direction of the ORE (lower sensitivity for Black faces) but qualified by the interaction reported above.",results,Primary replication,13,2,5,09567976231218640,"F(1, 198) = 5.74",TRUE,η p 2 = .01,TRUE
"For the (announced) recognition sensitivity for the stimuli sampled from the CFD stimulus pool as in the Gwinn et al. (2015) study, the same analysis yielded only a main effect of target race, F(1, 198) = 48.24, p < .001, η p 2 = .08, 95% CI = [0.04, 0.12], with Black faces being recognized worse than White faces (see Fig.",results,Primary replication,13,3,1,09567976231218640,"F(1, 198) = 48.24",TRUE,η p 2 = .08,TRUE
"For the Ackerman stimuli (now in an announced recognition), this analysis again yielded the predicted interaction of target race and target expression, F(1, 196) = 4.31, p = .038, η p 2 = .007, 95% CI = [0.00, 0.03], and a main effect of target expression, F(1, 196) = 6.75, p = .010, η p 2 = .01, 95% CI = [0.00, 0.03], albeit weaker.",results,Deconfounding announcement and stimulus set,14,2,2,09567976231218640,"F(1, 196) = 4.31; F(1, 196) = 6.75",TRUE,η p 2 = .007; η p 2 = .01,TRUE
"This ANOVA yielded the theoretically informative target race by target expression by stimulus set interaction, F(1, 394) = 7.44, p = .006, η p 2 = .003, 95% CI = [0.00, 0.01], suggesting a different size or direction of the target race by target expression interaction depending on stimuli.",results,Deconfounding announcement and stimulus set,14,3,4,09567976231218640,"F(1, 394) = 7.44",TRUE,η p 2 = .003,TRUE
"The alternative explanation of an order effect was not supported by a significant target race by target expression by order interaction, F(1, 394) = 0.02, p = .885.",results,Deconfounding announcement and stimulus set,14,3,5,09567976231218640,"F(1, 394) = 0.02",TRUE,,FALSE
"Results suggested that among the Ackerman stimuli, angry faces were rated as more unusual than neutral faces, F(1, 28) = 83.95, p < .001, η p 2 = .75, 95% CI = [0.57, 0.84], but this was not significantly (albeit descriptively) moderated by target race, F(1, 28) = 4.15, p = .051.",results,Follow-up analyses on unusualness ratings,16,1,2,09567976231218640,"F(1, 28) = 83.95; F(1, 28) = 4.15",TRUE,η p 2 = .75,TRUE
"For the CFD stimuli, angry faces were also rated as more unusual than neutral faces, F(1, 136) = 57.69, p < .001, η p 2 = .30, 95% CI = [0.18, 0.41], but independent of target race, F(1, 136) = 0.46, p = .499 (see Fig.",results,Follow-up analyses on unusualness ratings,16,1,3,09567976231218640,"F(1, 136) = 57.69; F(1, 136) = 0.46",TRUE,η p 2 = .30,TRUE
"On average, sensitivity to mass was higher than sensitivity to friction: main effect physical quantity, F(1, 91) = 31.746, p < .001.",results,Video Observation,11,2,7,09567976231221789,"F(1, 91) = 31.746",TRUE,,FALSE
"This difference in sensitivity was further modulated by the way objects were manipulated: interaction Physical Quantity × Object Manipulation, F(2, 182) = 18.759, p < .001.",results,Video Observation,11,2,8,09567976231221789,"F(2, 182) = 18.759",TRUE,,FALSE
"Furthermore, object manipulation affected critical tilt angles differently for the three different groups: interaction Object Manipulation × Group, F(4, 182) = 4.695, p = .001.",results,Video Observation,11,2,9,09567976231221789,"F(4, 182) = 4.695",TRUE,,FALSE
"A 5 (Position) × 4 (Ratio) repeated-measures analysis of variance (ANOVA) with accuracy as the dependent variable showed a significant main effect of position, F(4, 116) = 68.85, p < .001, f = 1.54, a significant main effect of ratio, F(3, 87) = 208.67, p < .001, f = 2.68, and a significant interaction, F(12, 348) = 4.07, p < .001, f = 0.37.",results,Results,8,1,2,09567976231223130,"F(4, 116) = 68.85; F(3, 87) = 208.67; F(12, 348) = 4.07",TRUE,f = 1.54; f = 2.68; f = 0.37,TRUE
"This pattern of performance was not driven by a speed-accuracy trade-off: A 5 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 26.22, p < .001, f = 0.95, a significant main effect of ratio, F(3, 87) = 54.17, p < .001, f = 1.37, and a significant interaction, F(12, 348) = 2.091, p = .017, f = 0.27, with participants faster to find the shortest and longest lines, especially at the easiest ratios.",results,Results,8,2,4,09567976231223130,"F(4, 116) = 26.22; F(3, 87) = 54.17; F(12, 348) = 2.091",TRUE,f = 0.95; f = 1.37; f = 0.27,TRUE
"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(6, 174) = 111.0, p < .001, f = 1.96, a significant main effect of ratio, F(3, 87) = 214.6, p < .001, f = 2.72, and a significant interaction, F(18, 522) = 5.55, p < .001, f = 0.44.",results,Results,8,3,2,09567976231223130,"F(6, 174) = 111.0; F(3, 87) = 214.6; F(18, 522) = 5.55",TRUE,f = 1.96; f = 2.72; f = 0.44,TRUE
"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(6, 174) = 2.985, p = .008, f = 0.32, a significant main effect of ratio, F(3, 87) = 6.02, p < .001, f = 0.46, and a nonsignificant interaction, F(18, 522) = 0.747, p = .763, f = 0.16, with participants again faster to find the shortest and longest lines.",results,Results,8,4,8,09567976231223130,"F(6, 174) = 2.985; F(3, 87) = 6.02; F(18, 522) = 0.747",TRUE,f = 0.32; f = 0.46; f = 0.16,TRUE
"A 2 (Experiment) × 2 (Position) mixed-measure ANOVA showed no main effect of experiment, F(1, 58) = 1.597, p = .21, f = 0.17, a significant main effect of position, F(1, 58) = 43.54, p < .001, f = 0.87, and a significant interaction, F(1, 58) = 4.71, p = .034, f = 0.28.",results,Results,8,5,2,09567976231223130,"F(1, 58) = 1.597; F(1, 58) = 43.54; F(1, 58) = 4.71",TRUE,f = 0.17; f = 0.87; f = 0.28,TRUE
"A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(4, 116) = 102.60, p < .001, f = 1.88, a significant main effect of ratio, F(3, 87) = 194.3, p < .001, f = 2.59, a significant main effect of dots in set, F(2, 58) = 15.32, p < .001, f = 0.73, a significant Position × Ratio interaction, F(12, 348) = 6.28, p < .001, f = 0.47, a significant Position × Dots in Set interaction, F(8, 232) = 6.54, p < .001, f = 0.47, a significant Ratio × Dots in Set interaction, F(6, 174) = 4.824, p < .001, f = 0.41, and a significant three-way interaction, F(24, 696) = 3.575, p < .001, f = 0.35.",results,Results,8,6,2,09567976231223130,"F(4, 116) = 102.60; F(3, 87) = 194.3; F(2, 58) = 15.32; F(12, 348) = 6.28; F(8, 232) = 6.54; F(6, 174) = 4.824; F(24, 696) = 3.575",TRUE,f = 1.88; f = 2.59; f = 0.73; f = 0.47; f = 0.47; f = 0.41; f = 0.35,TRUE
"We found the same pattern for RTs: A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 21.17, p = < .001, f = 0.87, a significant main effect of ratio, F(3, 87) = 15.73, p < .001, f = 0.74, a significant main effect of dots in set, F(2, 58) = 5.29, p = .008, f = 0.43, a significant Position × Ratio interaction, F(12, 348) = 2.046, p = .012, f = 0.27, a nonsignificant Position × Dots in Set interaction, F(8, 232) = 1.232, p = .281, f = 0.21, a nonsignificant Ratio × Dots in Set interaction, F(6, 174) = 0.456, p = .84, f = 0.13, and a nonsignificant three-way interaction, F(24, 696) = 1.357, p = .12, f = 0.22.",results,Results,8,8,1,09567976231223130,"F(4, 116) = 21.17; F(3, 87) = 15.73; F(2, 58) = 5.29; F(12, 348) = 2.046; F(8, 232) = 1.232; F(6, 174) = 0.456; F(24, 696) = 1.357",TRUE,f = 0.87; f = 0.74; f = 0.43; f = 0.27; f = 0.21; f = 0.13; f = 0.22,TRUE
"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(4, 116) = 91.49, p < .001, f = 1.78, a significant main effect of ratio, F(3, 87) = 249.0, p < .001, f = 2.93, and a significant interaction, F(12, 348) = 6.159, p < .001, f = 0.46.",results,Results,8,9,2,09567976231223130,"F(4, 116) = 91.49; F(3, 87) = 249.0; F(12, 348) = 6.159",TRUE,f = 1.78; f = 2.93; f = 0.46,TRUE
"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 16.45, p < .001, f = 0.75, a nonsignificant main effect of ratio, F(3, 87) = 1.752, p = .16, f = 0.25, and a nonsignificant interaction, F(12, 348) = 1.421, p = .154, f = 0.22, with participants again faster to find the shortest and longest lines.",results,Results,8,10,2,09567976231223130,"F(4, 116) = 16.45; F(3, 87) = 1.752; F(12, 348) = 1.421",TRUE,f = 0.75; f = 0.25; f = 0.22,TRUE
"A Position × Set Size repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(2, 58) = 517.05, p < .001, f = 4.22, a marginal effect of set size, F(2, 58) = 3.09, p = .053, f = 0.33, and a significant Position × Set Size interaction, F(4, 116) = 6.70, p < .001, f = 0.48.",results,Results,13,1,1,09567976231223130,"F(2, 58) = 517.05; F(2, 58) = 3.09; F(4, 116) = 6.70",TRUE,f = 4.22; f = 0.33; f = 0.48,TRUE
"A Position × Set Size repeatedmeasures ANOVA with RT as the dependent variable showed a significant main effect of position, F(2, 58) = 104.0, p < .001, f = 1.89, and no effect of set size, F(2, 58) = 0.02, p = .98, f = 0.02, or a significant Position × Set Size interaction, F(4, 116) = 1.81, p = .13, f = 0.25.",results,Results,13,2,2,09567976231223130,"F(2, 58) = 104.0; F(2, 58) = 0.02; F(4, 116) = 1.81",TRUE,f = 1.89; f = 0.02; f = 0.25,TRUE
"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(6, 174) = 16.78, p < .001, f = 0.76, a significant main effect of ratio, F(3, 87) = 7.04, p < .001, f = 0.49, and a significant interaction, F(18, 522) = 3.127, p < .001, f = 0.33.",results,Results,18,1,1,09567976231223130,"F(6, 174) = 16.78; F(3, 87) = 7.04; F(18, 522) = 3.127",TRUE,f = 0.76; f = 0.49; f = 0.33,TRUE
"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(6, 174) = 16.78, p < .001, f = 0.76, a significant main effect of ratio, F(3, 87) = 7.04, p < .001, f = 0.49, and a significant interaction, F(18, 522) = 3.127, p < .001, f = 0.33.",results,Results,18,2,5,09567976231223130,"F(6, 174) = 16.78; F(3, 87) = 7.04; F(18, 522) = 3.127",TRUE,f = 0.76; f = 0.49; f = 0.33,TRUE
"A 2 × 2 mixed analysis of variance with trial type (high synchrony, low synchrony) as a within-subjects factor and experiment type (implicit attention to synchrony, explicit attention to synchrony) as a betweensubjects factor revealed a main effect of trial type, F(1, 134) = 52.78, p < .001, η p 2 = .28, and no significant main effect of experiment type, F(1, 134) = 2.71, p = .10, η p 2 = .02.",results,Experiment 1b: decision-making synchrony without explicit attention to coordination,9,1,3,09567976231223410,"F(1, 134) = 52.78; F(1, 134) = 2.71",TRUE,η p 2 = .28; η p 2 = .02,TRUE
"There was an interaction between trial type and experiment type, F(1, 134) = 9.76, p = .002, η p 2 = .07, demonstrating that the difference in estimates between high-synchrony trials and low-synchrony trials was significantly larger for the explicit experiment (Experiment 1a) than the implicit experiment (Experiment 1b).",results,Experiment 1b: decision-making synchrony without explicit attention to coordination,9,1,4,09567976231223410,"F(1, 134) = 9.76",TRUE,η p 2 = .07,TRUE
"A 2 × 2 mixed analysis of variance with trial type (high synchrony, low synchrony) as a within-subjects factor and experiment type (implicit, explicit) as a between-subjects factor revealed a main effect of trial type, F(1, 134) = 74.93, p < .001, η p 2 = .36, and no significant main effect of experiment type, F(1, 134) = .48, p = .49, η p 2 = .004.",results,Experiment 2b: movement synchrony without explicit attention to coordination,15,2,1,09567976231223410,"F(1, 134) = 74.93; F(1, 134) = .48",TRUE,η p 2 = .36; η p 2 = .004,TRUE
"There was an interaction between trial type and experiment type, F(1, 134) = 19.99, p < .001, η p 2 = .13, with the difference in estimates between high-synchrony and low-synchrony trials being significantly larger for the explicit experiment than the implicit experiment.",results,Experiment 2b: movement synchrony without explicit attention to coordination,15,2,2,09567976231223410,"F(1, 134) = 19.99",TRUE,η p 2 = .13,TRUE
"This revealed a main effect of initial probability, F(1, 2324) = 20.05, p < .001, η p 2 = .009.",results,Results,12,1,2,09567976241232891,"F(1, 2324) = 20.05",TRUE,η p 2 = .009,TRUE
"A significant Initial Probability × Frame interaction confirmed this, F(2, 2324) = 4.34, p = .013, η p 2 = .004.",results,Results,12,1,5,09567976241232891,"F(2, 2324) = 4.34",TRUE,η p 2 = .004,TRUE
