text,section,header,div,p,s,id,match_test,has_t,match_es,has_es
"As expected, post hoc t tests (Bonferronicorrected for six comparisons) revealed that estimates were significantly higher for high-synchrony trials than for low-synchrony trials for both implicit experiments, t(67) = 2.96, p = .022, d = 0.27, and for explicit experiments, t(67) = 9.28, p < .001, d = 0.85.",results,Experiment 2b: movement synchrony without explicit attention to coordination,15,2,3,09567976231223410,t(67) = 2.96; t(67) = 9.28,TRUE,d = 0.27; d = 0.85,TRUE
"There was no significant difference between implicit and explicit experiments for low-synchrony trials, t(134) = -1,05 p = 1.0, d = 0.18, or high-synchrony trials, t(134) = -2.32, p = -.13, d = -0.4.",results,Experiment 2b: movement synchrony without explicit attention to coordination,15,2,4,09567976231223410,t(134) = -1; t(134) = -2.32,TRUE,d = 0.18; d = -0.4,TRUE
"An ordinary least squares regression revealed a twoway policy-frame interaction, b = 0.21, 95% CI = [0.19, 0.23], t(913) = 18.42, p < .001, f 2 = 0.37, 95% CI = [0.29, 0.46] (see Fig.",results,Results,10,2,1,09567976241228504,t(913) = 18.42,TRUE,b = 0.21; f 2 = 0.37,TRUE
"For those evaluating punishment policies, a larger proportion of participants elected to prevent false negatives (0.53, 95% CI = [0.48, 0.59]) than to fix them (0.13, 95% CI = [0.10, 0.16]; b = -0.20, 95% CI = [-0.23, -0.17], t(453) = -12.50, p < .001, d = 1.17, 95% CI = [0.97, 1.37]).",results,Results,10,2,3,09567976241228504,t(453) = -12.50,TRUE,b = -0.20; d = 1.17,TRUE
"For those evaluating reward policies, a larger proportion of participants elected to fix false negatives (0.86, 95% CI = [0.82, 0.90]) than to prevent them (0.43, 95% CI = [0.37, 0.48]; b = 0.22, 95% CI = [0.19, 0.25], t(460) = 13.55, p < .001, d = 1.26, 95% CI = [1.06, 1.46]).",results,Results,10,2,4,09567976241228504,t(460) = 13.55,TRUE,b = 0.22; d = 1.26,TRUE
"An ordinary least squares regression revealed a twoway policy-frame interaction, b = -0.14, 95% CI = [-0.23, -0.05], t(561) = -3.12, p = .002, f 2 = 0.02, 95% CI = [0.002, 0.050].",results,Results,18,7,1,09567976241228504,t(561) = -3.12,TRUE,b = -0.14; f 2 = 0.02,TRUE
"For the punishment policy, false positives (i.e., the good actors, or the overperforming employees) were comparatively more vivid than false negatives (i.e., the bad actors, or the underperforming employees) in the fix frame (M = 0.76, 95% CI = [0.58, 0.93]) than in the prevent frame (M = 0.46, 95% CI = [0.27, 0.64]); b = 0.15, 95% CI = [0.02, 0.27], t(283) = 2.31, p = .021, d = 0.27, 95% CI = [0.03, 0.50]).",results,Results,18,7,2,09567976241228504,t(283) = 2.31,TRUE,b = 0.15; d = 0.27,TRUE
"For the reward policy, false negatives (i.e., the good actors, or the overperforming employees) were comparatively more vivid than false positives (i.e., the bad actors, or the underperforming employees) in the fix frame (M = -0.95, 95% CI = [-1.12, -0.77]) than in the prevent frame (M = -0.68, 95% CI = [-0.85, -0.51]); b = -0.13, 95% CI = [-0.26, -0.01], t(278) = -2.10, p = .036, d = 0.26, 95% CI = [0.02, 0.49]).",results,Results,18,7,3,09567976241228504,t(278) = -2.10,TRUE,b = -0.13; d = 0.26,TRUE
"In the neutral condition, participants were willing to pay more to change an 80% chance of winning $10 to a 90% chance (M = $0.90, SD = $0.75) than to change a 20% chance of winning $10 to a 30% chance (M = $0.74, SD = $0.66), t(804) = 3.17, p = .002, d = 0.22, 95% confidence interval (CI) = [0.08, 0.36].",results,Results,12,1,6,09567976241232891,t(804) = 3.17,TRUE,d = 0.22,TRUE
"When improvements were framed in terms of the relative reduction in losing outcomes, participants valued changing the 80% chance to a 90% chance (M = $1.01, SD = $0.79) more than they valued changing the 20% chance to a 30% chance (M = $0.78, SD = $0.69), t(762) = 4.15, p < .001, d = 0.30, 95% CI = [0.16, 0.44].",results,Results,12,1,8,09567976241232891,t(762) = 4.15,TRUE,d = 0.30,TRUE
"In this condition, there was no difference in valuations between the 20% (M = $0.86, SD = $0.69) and 80% (M = $0.87, SD = $0.67) initialprobability gambles, t(748) = 0.28, p = .780, d = 0.02, 95% CI = [-0.12, 0.16].",results,Results,12,1,11,09567976241232891,t(748) = 0.28,TRUE,d = 0.02,TRUE
"When the cold's symptoms were mild, participants were willing to pay more for the pill when it reduced their chances of getting sick from 10% to 1% (M = $14.60, SD = $16.45) than they were when it reduced their chances of getting sick from 60% to 50% (M = $9.71, SD = $14.29), t(794) = 4.48, p < .001, d = 0.32, 95% CI = [0.18, 0.46].",results,Results,15,1,6,09567976241232891,t(794) = 4.48,TRUE,d = 0.32,TRUE
"For gig workers, we found no evidence that expertise led to better or worse decision-making (i.e., 76% of gig workers chose the smaller improvement in the 9-p.p. condition compared with 78% for medical professionals and 77% for lay participants), β = -0.01, t(503) = 0.316, p = .752, d = 0.03, 95% CI = [-0.16, 0.21].",results,Results,18,4,1,09567976241232891,t(503) = 0.316,TRUE,d = 0.03,TRUE
"However, in the medical sample, we actually found that medical professionals were more likely to make suboptimal choices (48% choosing a smaller improvement in the 9-p.p. condition vs. 32% for gig workers and 31% for lay participants), β = 0.17, t(503) = 3.09, p = .002, d = 0.37, 95% CI = [0.13, 0.60], an effect that held even with a variety of robustness checks (see the Supplemental Material).",results,Results,18,4,2,09567976241232891,t(503) = 3.09,TRUE,d = 0.37,TRUE
"As predicted, ecology significantly interacted with the linear contrast of serial position, B = 0.05, β = 0.16, t(561.37) = 3.25, p = .001.",results,Results,12,2,3,09567976241239932,t(561.37) = 3.25,TRUE,B = 0.05,TRUE
"Participants thought that an agreeing listener agreed with them more (M = 87.20, SD = 15.86) than an disagreeing listener (M = 22.09, SD = 19.20), t(106.91) = 19.83, p < .001, Cohen's d = 3.70.",results,Results,6,1,2,09567976241239935,t(106.91) = 19.83,TRUE,Cohen's d = 3.70,TRUE
"However, as predicted, participants thought the listener listened better when they agreed with them (M = 4.32, SD = 0.68) than when they disagreed with them (M = 4.00, SD = 0.87), t(103.52) = 2.17, p = .032, Cohen's d = 0.41.",results,Results,6,2,4,09567976241239935,t(103.52) = 2.17,TRUE,Cohen's d = 0.41,TRUE
"The likability manipulation was effective: After learning their supervisor's allocation decision, HR managers (the speakers) reported liking the supervisor (the listener) much more when the supervisor was generous (M = 4.63, SD = 0.70) than when they were not (M = 2.15, SD = 1.03), t(477.49) = 32.46, p < .001, 95% confidence interval [4.63, 2.15], Cohen's d = 2.80).",results,Results,16,1,2,09567976241239935,t(477.49) = 32.46,TRUE,Cohen's d = 2.80,TRUE
"As also shown in Figure 3, speakers thought the listener who agreed with them but demonstrated lower-quality objective listening was a better listener than the listener who disagreed with them but demonstrated higher-quality objective listening, t(117.38) = 3.87, p < .001.",results,Results,20,3,1,09567976241239935,t(117.38) = 3.87,TRUE,,FALSE
"As can be seen in Figure 3b, a few participants were more accurate for high PE, and a few were less accurate, but the majority overlapped zero so that, at the group level, accuracy did not significantly differ across PE levels, t(24) = -0.69, p = .50, d z = -0.20.",results,Isolating neural signals of perceptual confidence from decision accuracy,11,3,10,09567976241246561,t(24) = -0.69,TRUE,,FALSE
"compared to low-PE stimuli (mean confidence = 2.6 ± 0.12), with 23 of 25 participants showing a significant (p < .05) elevation in confidence (Fig. 3b; bootstrap test), leading to a large effect at the group level, t(24) = -5.77, p < .001, d z = -1.63.",results,Isolating neural signals of perceptual confidence from decision accuracy,11,5,1,09567976241246561,t(24) = -5.77,TRUE,,FALSE
"As shown in Figure 3b, most participants were also faster for high PE (mean RT = 0.97 ± 0.04 s) compared to low PE (mean RT = 1.05 ± 0.05 s), leading to a significant difference, t(24) = 4.32, p < .001, d z = 1.22.",results,Isolating neural signals of perceptual confidence from decision accuracy,11,5,6,09567976241246561,t(24) = 4.32,TRUE,,FALSE
"The model showed significant effects on confidence of RT, t(24) = -10.35, p < .001, d z = -2.93; accuracy, t(24) = 6.39, p < .001, d z = 1.81; and PE, t(24) = 5.57, p < .001, d z = 1.57.",results,Isolating neural signals of perceptual confidence from decision accuracy,11,5,10,09567976241246561,t(24) = -10.35; t(24) = 6.39; t(24) = 5.57,TRUE,,FALSE
"Using stimulus-aligned single-trial slope estimates, the model showed a significant effect of coherence, t(23) = 7.46, p < .001, d z = 2.15, and a significant effect of confidence, t(23) = 2.15, p = .04, d z = 0.62, on slope.",results,Statistical isolation of confidence signals from decision RT,12,6,1,09567976241246561,t(23) = 7.46; t(23) = 2.15,TRUE,,FALSE
"For response-aligned data, coherence level, t(23) = 2.57, p = .02, d z = 0.74; confidence, t(23) = 2.48, p = .02, d z = 0.72; and RT, t(23) = -3.33, p < .01, d z = -0.96, were all significant predictors (see Fig.",results,Statistical isolation of confidence signals from decision RT,12,6,2,09567976241246561,t(23) = 2.57; t(23) = 2.48; t(23) = -3.33,TRUE,,FALSE
"For stimulus-aligned single-trial EEG slope, the models showed a significant effect of confidence on residualized slopes after accounting for accuracy, t(23) = 4.56, p < .001, d z = 1.32, and RT, t(23) = 4.94, p < .001, d z = 1.43.",results,Statistical isolation of confidence signals from decision RT,12,7,5,09567976241246561,t(23) = 4.56; t(23) = 4.94,TRUE,,FALSE
"Confidence had a marginal effect on residuals from coherence, t(23) = 1.94, p = .06, d z = 0.56.",results,Statistical isolation of confidence signals from decision RT,12,7,6,09567976241246561,t(23) = 1.94,TRUE,,FALSE
"The confidence effect was also significant using residuals from accuracy, RT, and coherence together, t(23) = 2.12, p = .045, d z = 0.61.",results,Statistical isolation of confidence signals from decision RT,12,7,7,09567976241246561,t(23) = 2.12,TRUE,,FALSE
"For responsealigned slopes, confidence was a significant predictor after being residualized for coherence, t( 23 p < .01, d z = 1.00; accuracy, t(23) = 3.46, p < .01, d z = 1.00; RT, t(23) = 3.50, p < .01, d z = 1.01; and three of them together, t(23) = 2.73, p = .01, d z = 0.79.",results,Statistical isolation of confidence signals from decision RT,12,7,8,09567976241246561,t(23) = 3.46; t(23) = 3.50; t(23) = 2.73,TRUE,,FALSE
"In a multilevel model (nesting ratings within participant and tweet), tweets coded as dismissing (M = 1.41, SD = 0.30) were rated more toward the dismissing end of the scale compared to those coded as engaging (M = -1.03, SD = 0.32), b = 2.44, SE = 0.05, t(5291) = 48.97, p < .001.",method,Method,10,10,5,09567976241258149,t(5291) = 48.97,TRUE,b = 2.44,TRUE
"We analyzed the tweets' algorithmic scores with a linear model using the neither category (M = -0.24, SD = 0.10) as the dummycoded reference group; tweets coded as dismissing (M = -0.28, SD = 0.10) were less receptive, b = -0.04, SE = 0.01, t(1132) = 4.37, p < .001, whereas tweets coded as engaging (M = -0.18, SD = 0.10) were more receptive, b = 0.09, SE = 0.02, t(1132) = 5.78, p < .001.",method,Method,10,11,4,09567976241258149,t(1132) = 4.37; t(1132) = 5.78,TRUE,b = -0.04; b = 0.09,TRUE
"The Participant Group × Tweet type interaction was significant, b = 0.24, SE = 0.05, t(4552) = 5.24, p < .001: Across measures, frequent reactors responded more positively to dismissing versus engaging tweets, b = -0.24, SE = 0.03, t(4552) = 7.12, p < .001, but everyone else did not, b = -0.00, SE = 0.04, t(4552) = -0.07, p = .946.",results,Do frequent reactors have unique preferences?,20,1,3,09567976241258149,t(4552) = 5.24; t(4552) = 7.12; t(4552) = -0.07,TRUE,b = 0.24; b = -0.24; b = -0.00,TRUE
"Significant three-way interactions-b warmth = -0.37, SE = 0.13, t(4544) = -2.88, p = .004, b intentions = -0.45, SE = 0.11, t(4544) = -4.15, p < .001)-suggested that the key Participant Group × Tweet type interaction differed depending on how people reported their preferences.",results,Do preferences differ from (intentions to provide) Likes and Retweets?,21,1,3,09567976241258149,t(4544) = -2.88; t(4544) = -4.15,TRUE,,FALSE
"Comparing Preferences for Engaging Over Dismissing in Study 3 Frequent reactors Everyone else Frequent reactors vs. everyone else Approval of tweet b = -0.27, t = -4.34*** b = 0.28, t = 4.30*** b = -0.55, t = -6.24*** Feeling toward senator b = -0.26, t = -4.02*** b = -0.08, t = -1.20 b = -0.19, t = -2.02* Intention to like or retweet b = -0.21, t = -4.69*** b = -0.12, t = -2.35* b = -0.10, t = -1.52 Approval vs. feelings b = 0.004, t = 0.05 b = 0.36, t = 3.96*** Approval vs. intentions b = 0.06, t = 0.75 b = 0.40, t = 4.98*** Feelings vs. intentions b = 0.05, t = 0.66 b = 0.04, t = 0.45 Note: The model had degrees of freedom of 4544.",results,How do frequent reactors differ from everyone else?,22,1,2,09567976241258149,t = -4.34; t = 4.30; t = -6.24; t = -4.02; t = -1.20; t = -2.02; t = -4.69; t = -2.35; t = -1.52; t = 0.05; t = 3.96; t = 0.75; t = 4.98; t = 0.66; t = 0.45,TRUE,b = -0.27; b = 0.28; b = -0.55; b = -0.26; b = -0.08; b = -0.19; b = -0.21; b = -0.12; b = -0.10; b = 0.004; b = 0.36; b = 0.06; b = 0.40; b = 0.05; b = 0.04,TRUE
"df = 1017 b = 2.20, SE = 1.28, t = 1.73, p = .085 Senator: b = 13.48, SE = 1.75, t = 7.72, p < .001 Citizen: b = 9.07, SE = 1.86, t = 4.88, p < .001 Study 2b: df = 951 b = 0.70, SE = 1.31, t = 0.53, p = .593 Senator: b = 1.10, SE = 1.81, t = 0.61, p = .544 Citizen: b = -0.30, SE = 1.89, t = -0.16, p = .873 Tweet (1) vs. offline (-1) Study 2a: df = 1017 b = 2.26, SE = 1.28, t = 1.77, p = .077 Tweets: b = 13.53, SE = 1.79, t = 7.55, p < .001 Offline: b = 9.02, SE = 1.82, t = 4.97, p < .001 Study 2b: df = 951 b = 2.78, SE = 1.31, t = 2.12, p = .034 Tweets: b = 3.17, SE = 1.83, t = 1.74, p = .083 Offline: b = -2.38, SE = 1.87, t = -1.27, p = .205 which people's preferences flipped; instead, dismissing tweets' popularity misrepresents majority preferences.",fig,,5,,1,09567976241258149,t = 1.73; t = 7.72; t = 4.88; t = 0.53; t = 0.61; t = -0.16; t = 1.77; t = 7.55; t = 4.97; t = 2.12; t = 1.74; t = -1.27,TRUE,b = 2.20; b = 13.48; b = 9.07; b = 0.70; b = 1.10; b = -0.30; b = 2.26; b = 13.53; b = 9.02; b = 2.78; b = 3.17; b = -2.38,TRUE
"Epigenetic age was calculated using the PedBE clock (L M McEwen et al., 2020; <https://github.com/kobor-lab/Public-Scripts/blob/master/PedBE.Md> PedBE.Md), which was highly correlated with chronological age, r = .89, 95% confidence interval (CI) = [.85, .92], t(308) = 24.70, p < 2.2 × 10 -16 .",method,Measures,6,3,3,09567976241260247,t(308) = 24.70,TRUE,r = .89,TRUE
"This clock was less accurate than the PedBE clock but still correlated with chronological age, r = .64, 95% CI = [.57, .70], t(308) = 14.77, p < 2.2 × 10 -16 .",method,Measures,6,4,5,09567976241260247,t(308) = 14.77,TRUE,r = .64,TRUE
